Step,Vehicle_ID,Battery_Level
228,EV_12,46.0
228,EV_13,76.0
228,EV_16,44.0
228,EV_17,0
228,EV_18,0
228,EV_9,80
230,EV_1,74.0
230,EV_11,76.0
230,EV_12,48.0
230,EV_13,78.0
230,EV_16,46.0
230,EV_17,0
230,EV_18,0
232,EV_1,76.0
232,EV_11,75.0
232,EV_12,50.0
232,EV_13,80
232,EV_16,48.0
232,EV_17,0
232,EV_18,0
234,EV_1,78.0
234,EV_11,74.0
234,EV_12,52.0
234,EV_13,79.0
234,EV_16,50.0
234,EV_17,0
234,EV_18,0
236,EV_1,80
236,EV_11,73.0
236,EV_12,54.0
236,EV_16,52.0
236,EV_17,0
236,EV_18,0
238,EV_11,72.0
238,EV_12,56.0
238,EV_16,54.0
238,EV_17,0
238,EV_18,0
240,EV_12,58.0
240,EV_16,56.0
240,EV_17,0
240,EV_18,0
242,EV_12,60.0
242,EV_16,58.0
242,EV_17,0
242,EV_18,0
244,EV_12,62.0
244,EV_16,60.0
244,EV_17,0
244,EV_18,0
246,EV_12,64.0
246,EV_16,62.0
246,EV_17,0
246,EV_18,0
248,EV_12,66.0
248,EV_16,64.0
248,EV_17,0
248,EV_18,0
250,EV_12,68.0
250,EV_16,66.0
250,EV_17,0
250,EV_18,0
252,EV_12,70.0
252,EV_16,68.0
252,EV_17,0
252,EV_18,0
254,EV_12,72.0
254,EV_16,70.0
254,EV_17,0
254,EV_18,0
256,EV_12,74.0
256,EV_16,72.0
256,EV_17,0
256,EV_18,0
258,EV_12,76.0
258,EV_16,74.0
258,EV_17,0
258,EV_18,0
260,EV_12,78.0
260,EV_16,76.0
260,EV_17,0
260,EV_18,0
262,EV_12,80
262,EV_16,78.0
262,EV_17,0
262,EV_18,0
264,EV_12,79.0
264,EV_16,80
264,EV_17,0
264,EV_18,0
266,EV_12,78.0
266,EV_16,79.0
266,EV_17,0
266,EV_18,0
268,EV_12,77.0
268,EV_16,78.0
268,EV_17,0
268,EV_18,0
270,EV_12,76.0
270,EV_16,77.0
270,EV_17,0
270,EV_18,0
272,EV_12,75.0
272,EV_16,76.0
272,EV_17,0
272,EV_18,0
274,EV_12,74.0
274,EV_16,75.0
274,EV_17,2.0
274,EV_18,0
276,EV_12,73.0
276,EV_16,74.0
276,EV_17,4.0
276,EV_18,2.0
278,EV_12,72.0
278,EV_16,73.0
278,EV_17,6.0
278,EV_18,4.0
280,EV_12,71.0
280,EV_16,72.0
280,EV_17,8.0
280,EV_18,6.0
282,EV_12,70.0
282,EV_16,71.0
282,EV_17,10.0
282,EV_18,8.0
284,EV_12,69.0
284,EV_16,70.0
284,EV_17,12.0
284,EV_18,10.0
286,EV_12,68.0
286,EV_16,69.0
286,EV_17,14.0
286,EV_18,12.0
288,EV_12,67.0
288,EV_16,68.0
288,EV_17,16.0
288,EV_18,14.0
290,EV_12,66.0
290,EV_16,67.0
290,EV_17,18.0
290,EV_18,16.0
292,EV_12,68.0
292,EV_16,66.0
292,EV_17,20.0
292,EV_18,18.0
294,EV_12,70.0
294,EV_16,65.0
294,EV_17,22.0
294,EV_18,20.0
296,EV_12,72.0
296,EV_16,64.0
296,EV_17,24.0
296,EV_18,22.0
298,EV_12,74.0
298,EV_16,66.0
298,EV_17,26.0
298,EV_18,24.0
300,EV_12,76.0
300,EV_16,68.0
300,EV_17,28.0
300,EV_18,26.0
302,EV_12,78.0
302,EV_16,70.0
302,EV_17,30.0
302,EV_18,28.0
304,EV_12,80
304,EV_16,72.0
304,EV_17,32.0
304,EV_18,30.0
306,EV_16,74.0
306,EV_17,34.0
306,EV_18,32.0
308,EV_16,76.0
308,EV_17,36.0
308,EV_18,34.0
310,EV_16,78.0
310,EV_17,38.0
310,EV_18,36.0
312,EV_16,80
312,EV_17,40.0
312,EV_18,38.0
314,EV_16,79.0
314,EV_17,42.0
314,EV_18,40.0
316,EV_17,44.0
316,EV_18,42.0
318,EV_17,46.0
318,EV_18,44.0
320,EV_17,48.0
320,EV_18,46.0
322,EV_17,50.0
322,EV_18,48.0
324,EV_17,52.0
324,EV_18,50.0
326,EV_17,54.0
326,EV_18,52.0
328,EV_17,56.0
328,EV_18,54.0
330,EV_17,58.0
330,EV_18,56.0
332,EV_17,60.0
332,EV_18,58.0
334,EV_17,62.0
334,EV_18,60.0
336,EV_17,64.0
336,EV_18,62.0
338,EV_17,66.0
338,EV_18,64.0
340,EV_17,68.0
340,EV_18,66.0
342,EV_17,70.0
342,EV_18,68.0
344,EV_17,72.0
344,EV_18,70.0
346,EV_17,74.0
346,EV_18,72.0
348,EV_17,76.0
348,EV_18,74.0
350,EV_17,78.0
350,EV_18,76.0
352,EV_17,80
352,EV_18,78.0
354,EV_17,79.0
354,EV_18,80
356,EV_17,78.0
356,EV_18,79.0
358,EV_17,77.0
358,EV_18,78.0
360,EV_17,76.0
360,EV_18,77.0
362,EV_17,75.0
362,EV_18,76.0
364,EV_17,74.0
364,EV_18,75.0
366,EV_17,73.0
366,EV_18,74.0
368,EV_17,72.0
368,EV_18,73.0
370,EV_17,71.0
370,EV_18,72.0
372,EV_17,70.0
372,EV_18,71.0
374,EV_17,69.0
374,EV_18,70.0
376,EV_17,68.0
376,EV_18,69.0
378,EV_17,67.0
378,EV_18,68.0
380,EV_17,66.0
380,EV_18,67.0
382,EV_17,65.0
382,EV_18,66.0
384,EV_17,67.0
384,EV_18,65.0
386,EV_17,69.0
386,EV_18,67.0
388,EV_17,71.0
388,EV_18,69.0
390,EV_17,73.0
390,EV_18,71.0
392,EV_17,75.0
392,EV_18,73.0
394,EV_17,77.0
394,EV_18,75.0
396,EV_17,79.0
396,EV_18,77.0
398,EV_17,80
398,EV_18,79.0
400,EV_18,80
402,EV_18,79.0
10,EV_0,55.0
12,EV_0,54.0
14,EV_0,53.0
14,EV_1,76.0
16,EV_0,52.0
16,EV_1,75.0
16,EV_2,76.0
18,EV_0,51.0
18,EV_1,74.0
18,EV_2,75.0
20,EV_0,50.0
20,EV_1,73.0
20,EV_2,74.0
20,EV_3,59.0
22,EV_0,49.0
22,EV_1,72.0
22,EV_2,73.0
22,EV_3,58.0
22,EV_4,65.0
24,EV_0,48.0
24,EV_1,71.0
24,EV_2,72.0
24,EV_3,57.0
24,EV_4,64.0
26,EV_0,47.0
26,EV_1,70.0
26,EV_2,71.0
26,EV_3,56.0
26,EV_4,63.0
26,EV_5,86.0
28,EV_0,46.0
28,EV_1,69.0
28,EV_2,70.0
28,EV_3,55.0
28,EV_4,62.0
28,EV_5,85.0
30,EV_0,45.0
30,EV_1,68.0
30,EV_2,69.0
30,EV_3,54.0
30,EV_4,61.0
30,EV_5,84.0
30,EV_6,72.0
32,EV_0,44.0
32,EV_1,67.0
32,EV_2,68.0
32,EV_3,53.0
32,EV_4,60.0
32,EV_5,83.0
32,EV_6,71.0
34,EV_0,43.0
34,EV_1,66.0
34,EV_2,67.0
34,EV_3,52.0
34,EV_4,59.0
34,EV_5,82.0
34,EV_6,70.0
36,EV_0,42.0
36,EV_1,65.0
36,EV_2,66.0
36,EV_3,51.0
36,EV_4,58.0
36,EV_5,81.0
36,EV_6,69.0
36,EV_7,54.0
38,EV_0,41.0
38,EV_1,64.0
38,EV_2,65.0
38,EV_3,50.0
38,EV_4,57.0
38,EV_5,80.0
38,EV_6,68.0
38,EV_7,53.0
40,EV_0,40.0
40,EV_1,63.0
40,EV_2,64.0
40,EV_3,49.0
40,EV_4,56.0
40,EV_5,79.0
40,EV_6,67.0
40,EV_7,52.0
40,EV_8,97.0
42,EV_0,39.0
42,EV_1,62.0
42,EV_2,63.0
42,EV_3,48.0
42,EV_4,55.0
42,EV_5,78.0
42,EV_6,66.0
42,EV_7,51.0
42,EV_8,96.0
44,EV_0,38.0
44,EV_1,61.0
44,EV_2,62.0
44,EV_3,47.0
44,EV_4,54.0
44,EV_5,77.0
44,EV_6,65.0
44,EV_7,50.0
44,EV_8,95.0
46,EV_0,37.0
46,EV_1,60.0
46,EV_2,61.0
46,EV_3,46.0
46,EV_4,53.0
46,EV_5,76.0
46,EV_6,64.0
46,EV_7,49.0
46,EV_8,94.0
46,EV_9,73.0
48,EV_0,36.0
48,EV_1,59.0
48,EV_2,60.0
48,EV_3,45.0
48,EV_4,52.0
48,EV_5,75.0
48,EV_6,63.0
48,EV_7,48.0
48,EV_8,93.0
48,EV_9,72.0
50,EV_0,35.0
50,EV_1,58.0
50,EV_10,84.0
50,EV_2,59.0
50,EV_3,44.0
50,EV_4,51.0
50,EV_5,74.0
50,EV_6,62.0
50,EV_7,47.0
50,EV_8,92.0
50,EV_9,71.0
52,EV_0,34.0
52,EV_1,57.0
52,EV_10,83.0
52,EV_2,58.0
52,EV_3,43.0
52,EV_4,50.0
52,EV_5,73.0
52,EV_6,61.0
52,EV_7,46.0
52,EV_8,91.0
52,EV_9,70.0
54,EV_0,33.0
54,EV_1,56.0
54,EV_10,82.0
54,EV_2,57.0
54,EV_3,42.0
54,EV_4,49.0
54,EV_5,72.0
54,EV_6,60.0
54,EV_7,45.0
54,EV_8,90.0
54,EV_9,69.0
56,EV_0,32.0
56,EV_1,55.0
56,EV_10,81.0
56,EV_11,56.0
56,EV_2,56.0
56,EV_3,41.0
56,EV_4,48.0
56,EV_5,71.0
56,EV_6,59.0
56,EV_7,44.0
56,EV_8,89.0
56,EV_9,68.0
58,EV_0,31.0
58,EV_1,54.0
58,EV_10,80.0
58,EV_11,55.0
58,EV_2,55.0
58,EV_3,40.0
58,EV_4,47.0
58,EV_5,70.0
58,EV_6,58.0
58,EV_7,43.0
58,EV_8,88.0
58,EV_9,67.0
60,EV_0,30.0
60,EV_1,53.0
60,EV_10,79.0
60,EV_11,54.0
60,EV_12,80.0
60,EV_2,54.0
60,EV_3,39.0
60,EV_4,46.0
60,EV_5,69.0
60,EV_6,57.0
60,EV_7,42.0
60,EV_8,87.0
60,EV_9,66.0
62,EV_0,29.0
62,EV_1,52.0
62,EV_10,78.0
62,EV_11,53.0
62,EV_12,79.0
62,EV_2,53.0
62,EV_3,38.0
62,EV_4,45.0
62,EV_5,68.0
62,EV_6,56.0
62,EV_7,41.0
62,EV_8,86.0
62,EV_9,65.0
64,EV_0,28.0
64,EV_1,51.0
64,EV_10,77.0
64,EV_11,52.0
64,EV_12,78.0
64,EV_2,52.0
64,EV_3,37.0
64,EV_4,44.0
64,EV_5,67.0
64,EV_6,55.0
64,EV_7,40.0
64,EV_8,85.0
64,EV_9,64.0
66,EV_0,27.0
66,EV_1,50.0
66,EV_10,76.0
66,EV_11,51.0
66,EV_12,77.0
66,EV_13,88.0
66,EV_2,51.0
66,EV_3,36.0
66,EV_4,43.0
66,EV_5,66.0
66,EV_6,54.0
66,EV_7,39.0
66,EV_8,84.0
66,EV_9,63.0
68,EV_0,26.0
68,EV_1,49.0
68,EV_10,75.0
68,EV_11,50.0
68,EV_12,76.0
68,EV_13,87.0
68,EV_2,50.0
68,EV_3,35.0
68,EV_4,42.0
68,EV_5,65.0
68,EV_6,53.0
68,EV_7,38.0
68,EV_8,83.0
68,EV_9,62.0
70,EV_0,25.0
70,EV_1,48.0
70,EV_10,74.0
70,EV_11,49.0
70,EV_12,75.0
70,EV_13,86.0
70,EV_14,88.0
70,EV_2,49.0
70,EV_3,34.0
70,EV_4,41.0
70,EV_5,64.0
70,EV_6,52.0
70,EV_7,37.0
70,EV_8,82.0
70,EV_9,61.0
72,EV_0,27.0
72,EV_1,47.0
72,EV_10,73.0
72,EV_11,48.0
72,EV_12,74.0
72,EV_13,85.0
72,EV_14,87.0
72,EV_2,48.0
72,EV_3,33.0
72,EV_4,40.0
72,EV_5,63.0
72,EV_6,51.0
72,EV_7,36.0
72,EV_8,81.0
72,EV_9,60.0
74,EV_0,29.0
74,EV_1,46.0
74,EV_10,72.0
74,EV_11,47.0
74,EV_12,73.0
74,EV_13,84.0
74,EV_14,86.0
74,EV_2,47.0
74,EV_3,32.0
74,EV_4,39.0
74,EV_5,62.0
74,EV_6,50.0
74,EV_7,35.0
74,EV_8,80.0
74,EV_9,59.0
76,EV_0,31.0
76,EV_1,45.0
76,EV_10,71.0
76,EV_11,46.0
76,EV_12,72.0
76,EV_13,83.0
76,EV_14,85.0
76,EV_15,56.0
76,EV_2,46.0
76,EV_3,31.0
76,EV_4,38.0
76,EV_5,61.0
76,EV_6,49.0
76,EV_7,34.0
76,EV_8,79.0
76,EV_9,58.0
78,EV_0,33.0
78,EV_1,44.0
78,EV_10,70.0
78,EV_11,45.0
78,EV_12,71.0
78,EV_13,82.0
78,EV_14,84.0
78,EV_15,55.0
78,EV_2,45.0
78,EV_3,30.0
78,EV_4,37.0
78,EV_5,60.0
78,EV_6,48.0
78,EV_7,33.0
78,EV_8,78.0
78,EV_9,57.0
80,EV_0,35.0
80,EV_1,43.0
80,EV_10,69.0
80,EV_11,44.0
80,EV_12,70.0
80,EV_13,81.0
80,EV_14,83.0
80,EV_15,54.0
80,EV_16,81.0
80,EV_2,44.0
80,EV_3,29.0
80,EV_4,36.0
80,EV_5,59.0
80,EV_6,47.0
80,EV_7,32.0
80,EV_8,77.0
80,EV_9,56.0
82,EV_0,37.0
82,EV_1,42.0
82,EV_10,68.0
82,EV_11,43.0
82,EV_12,69.0
82,EV_13,80.0
82,EV_14,82.0
82,EV_15,53.0
82,EV_16,80.0
82,EV_2,43.0
82,EV_3,28.0
82,EV_4,35.0
82,EV_5,58.0
82,EV_6,46.0
82,EV_7,31.0
82,EV_8,76.0
82,EV_9,55.0
84,EV_0,39.0
84,EV_10,67.0
84,EV_11,42.0
84,EV_12,68.0
84,EV_13,79.0
84,EV_14,81.0
84,EV_15,52.0
84,EV_16,79.0
84,EV_2,42.0
84,EV_3,27.0
84,EV_4,34.0
84,EV_5,57.0
84,EV_6,45.0
84,EV_7,30.0
84,EV_8,75.0
84,EV_9,54.0
86,EV_0,41.0
86,EV_10,66.0
86,EV_11,41.0
86,EV_12,67.0
86,EV_13,78.0
86,EV_14,80.0
86,EV_15,51.0
86,EV_16,78.0
86,EV_17,69.0
86,EV_2,41.0
86,EV_3,26.0
86,EV_4,33.0
86,EV_5,56.0
86,EV_6,44.0
86,EV_7,29.0
86,EV_8,74.0
86,EV_9,53.0
88,EV_0,43.0
88,EV_10,65.0
88,EV_11,40.0
88,EV_12,66.0
88,EV_13,77.0
88,EV_14,79.0
88,EV_15,50.0
88,EV_16,77.0
88,EV_17,68.0
88,EV_3,25.0
88,EV_4,32.0
88,EV_5,55.0
88,EV_6,43.0
88,EV_7,28.0
88,EV_8,73.0
88,EV_9,52.0
90,EV_0,45.0
90,EV_10,64.0
90,EV_11,39.0
90,EV_12,65.0
90,EV_13,76.0
90,EV_14,78.0
90,EV_15,49.0
90,EV_16,76.0
90,EV_17,67.0
90,EV_18,99.0
90,EV_3,24.0
90,EV_4,31.0
90,EV_5,54.0
90,EV_6,42.0
90,EV_7,27.0
90,EV_8,72.0
90,EV_9,51.0
92,EV_0,47.0
92,EV_10,63.0
92,EV_11,38.0
92,EV_12,64.0
92,EV_13,75.0
92,EV_14,77.0
92,EV_15,48.0
92,EV_16,75.0
92,EV_17,66.0
92,EV_18,98.0
92,EV_3,23.0
92,EV_4,30.0
92,EV_5,53.0
92,EV_6,41.0
92,EV_7,26.0
92,EV_8,71.0
92,EV_9,50.0
94,EV_0,49.0
94,EV_10,62.0
94,EV_11,37.0
94,EV_12,63.0
94,EV_13,74.0
94,EV_14,76.0
94,EV_15,47.0
94,EV_16,74.0
94,EV_17,65.0
94,EV_18,97.0
94,EV_3,22.0
94,EV_4,29.0
94,EV_5,52.0
94,EV_6,40.0
94,EV_7,25.0
94,EV_8,70.0
94,EV_9,49.0
96,EV_0,51.0
96,EV_10,61.0
96,EV_11,36.0
96,EV_12,62.0
96,EV_13,73.0
96,EV_14,75.0
96,EV_15,46.0
96,EV_16,73.0
96,EV_17,64.0
96,EV_18,96.0
96,EV_19,97.0
96,EV_3,21.0
96,EV_4,28.0
96,EV_5,51.0
96,EV_6,39.0
96,EV_7,24.0
96,EV_8,69.0
96,EV_9,48.0
98,EV_0,53.0
98,EV_10,60.0
98,EV_11,35.0
98,EV_12,61.0
98,EV_13,72.0
98,EV_14,74.0
98,EV_15,45.0
98,EV_16,72.0
98,EV_17,63.0
98,EV_18,95.0
98,EV_19,96.0
98,EV_3,20.0
98,EV_4,27.0
98,EV_5,50.0
98,EV_6,38.0
98,EV_7,23.0
98,EV_8,68.0
98,EV_9,47.0
100,EV_0,55.0
100,EV_10,59.0
100,EV_11,34.0
100,EV_12,60.0
100,EV_13,71.0
100,EV_14,73.0
100,EV_15,44.0
100,EV_16,71.0
100,EV_17,62.0
100,EV_18,94.0
100,EV_19,95.0
100,EV_3,19.0
100,EV_4,26.0
100,EV_5,49.0
100,EV_6,37.0
100,EV_7,22.0
100,EV_8,67.0
100,EV_9,46.0
102,EV_0,57.0
102,EV_10,58.0
102,EV_11,33.0
102,EV_12,59.0
102,EV_13,70.0
102,EV_14,72.0
102,EV_15,43.0
102,EV_16,70.0
102,EV_17,61.0
102,EV_18,93.0
102,EV_19,94.0
102,EV_3,21.0
102,EV_4,25.0
102,EV_5,48.0
102,EV_6,36.0
102,EV_7,24.0
102,EV_8,66.0
102,EV_9,45.0
104,EV_0,59.0
104,EV_10,57.0
104,EV_11,32.0
104,EV_12,58.0
104,EV_13,69.0
104,EV_14,71.0
104,EV_15,42.0
104,EV_16,69.0
104,EV_17,60.0
104,EV_18,92.0
104,EV_19,93.0
104,EV_3,23.0
104,EV_4,24.0
104,EV_6,35.0
104,EV_7,26.0
104,EV_8,65.0
104,EV_9,44.0
106,EV_0,61.0
106,EV_10,56.0
106,EV_11,31.0
106,EV_12,57.0
106,EV_13,68.0
106,EV_14,70.0
106,EV_15,41.0
106,EV_16,68.0
106,EV_17,59.0
106,EV_18,91.0
106,EV_19,92.0
106,EV_3,25.0
106,EV_4,26.0
106,EV_7,28.0
106,EV_8,64.0
106,EV_9,43.0
108,EV_0,63.0
108,EV_10,55.0
108,EV_11,30.0
108,EV_12,56.0
108,EV_13,67.0
108,EV_14,69.0
108,EV_15,40.0
108,EV_16,67.0
108,EV_17,58.0
108,EV_18,90.0
108,EV_19,91.0
108,EV_3,27.0
108,EV_4,28.0
108,EV_7,30.0
108,EV_8,63.0
108,EV_9,42.0
110,EV_0,65.0
110,EV_10,54.0
110,EV_11,29.0
110,EV_12,55.0
110,EV_13,66.0
110,EV_14,68.0
110,EV_15,39.0
110,EV_16,66.0
110,EV_17,57.0
110,EV_18,89.0
110,EV_19,90.0
110,EV_3,29.0
110,EV_4,30.0
110,EV_7,32.0
110,EV_8,62.0
110,EV_9,41.0
112,EV_0,67.0
112,EV_10,53.0
112,EV_11,28.0
112,EV_12,54.0
112,EV_13,65.0
112,EV_14,67.0
112,EV_15,38.0
112,EV_16,65.0
112,EV_17,56.0
112,EV_18,88.0
112,EV_19,89.0
112,EV_3,31.0
112,EV_4,32.0
112,EV_7,34.0
112,EV_8,61.0
112,EV_9,40.0
114,EV_0,69.0
114,EV_10,52.0
114,EV_11,27.0
114,EV_12,53.0
114,EV_13,64.0
114,EV_14,66.0
114,EV_15,37.0
114,EV_16,64.0
114,EV_17,55.0
114,EV_18,87.0
114,EV_19,88.0
114,EV_3,33.0
114,EV_4,34.0
114,EV_7,36.0
114,EV_9,39.0
116,EV_0,71.0
116,EV_10,51.0
116,EV_11,26.0
116,EV_12,52.0
116,EV_13,63.0
116,EV_14,65.0
116,EV_15,36.0
116,EV_16,63.0
116,EV_17,54.0
116,EV_18,86.0
116,EV_19,87.0
116,EV_3,35.0
116,EV_4,36.0
116,EV_7,38.0
116,EV_9,38.0
118,EV_0,73.0
118,EV_10,50.0
118,EV_11,25.0
118,EV_12,51.0
118,EV_13,62.0
118,EV_14,64.0
118,EV_15,35.0
118,EV_16,62.0
118,EV_17,53.0
118,EV_18,85.0
118,EV_19,86.0
118,EV_3,37.0
118,EV_4,38.0
118,EV_7,40.0
118,EV_9,37.0
120,EV_0,75.0
120,EV_10,49.0
120,EV_11,24.0
120,EV_12,50.0
120,EV_13,61.0
120,EV_14,63.0
120,EV_15,34.0
120,EV_16,61.0
120,EV_17,52.0
120,EV_18,84.0
120,EV_19,85.0
120,EV_3,39.0
120,EV_4,40.0
120,EV_7,42.0
122,EV_0,77.0
122,EV_11,23.0
122,EV_12,49.0
122,EV_13,60.0
122,EV_14,62.0
122,EV_15,33.0
122,EV_16,60.0
122,EV_17,51.0
122,EV_18,83.0
122,EV_19,84.0
122,EV_3,41.0
122,EV_4,42.0
122,EV_7,44.0
124,EV_0,79.0
124,EV_11,22.0
124,EV_12,48.0
124,EV_13,59.0
124,EV_14,61.0
124,EV_15,32.0
124,EV_16,59.0
124,EV_17,50.0
124,EV_18,82.0
124,EV_19,83.0
124,EV_3,43.0
124,EV_4,44.0
124,EV_7,46.0
126,EV_0,80
126,EV_11,21.0
126,EV_13,58.0
126,EV_14,60.0
126,EV_15,31.0
126,EV_16,58.0
126,EV_17,49.0
126,EV_18,81.0
126,EV_19,82.0
126,EV_3,45.0
126,EV_4,46.0
126,EV_7,48.0
128,EV_0,79.0
128,EV_11,20.0
128,EV_13,57.0
128,EV_14,59.0
128,EV_15,30.0
128,EV_16,57.0
128,EV_17,48.0
128,EV_18,80.0
128,EV_19,81.0
128,EV_3,47.0
128,EV_4,48.0
128,EV_7,50.0
130,EV_0,78.0
130,EV_11,19.0
130,EV_14,58.0
130,EV_15,29.0
130,EV_16,56.0
130,EV_17,47.0
130,EV_18,79.0
130,EV_19,80.0
130,EV_3,49.0
130,EV_4,50.0
130,EV_7,52.0
132,EV_0,77.0
132,EV_11,18.0
132,EV_14,57.0
132,EV_15,28.0
132,EV_16,55.0
132,EV_17,46.0
132,EV_18,78.0
132,EV_19,79.0
132,EV_3,51.0
132,EV_4,52.0
132,EV_7,54.0
134,EV_0,76.0
134,EV_11,17.0
134,EV_14,56.0
134,EV_15,27.0
134,EV_16,54.0
134,EV_17,45.0
134,EV_18,77.0
134,EV_19,78.0
134,EV_3,53.0
134,EV_4,54.0
134,EV_7,56.0
136,EV_0,75.0
136,EV_11,16.0
136,EV_14,55.0
136,EV_15,26.0
136,EV_16,53.0
136,EV_17,44.0
136,EV_18,76.0
136,EV_19,77.0
136,EV_3,55.0
136,EV_4,56.0
136,EV_7,58.0
138,EV_0,74.0
138,EV_11,15.0
138,EV_15,25.0
138,EV_16,52.0
138,EV_17,43.0
138,EV_18,75.0
138,EV_19,76.0
138,EV_3,57.0
138,EV_4,58.0
138,EV_7,60.0
140,EV_0,73.0
140,EV_11,14.0
140,EV_15,24.0
140,EV_16,51.0
140,EV_17,42.0
140,EV_18,74.0
140,EV_19,75.0
140,EV_3,59.0
140,EV_4,60.0
140,EV_7,62.0
142,EV_0,72.0
142,EV_11,13.0
142,EV_15,23.0
142,EV_16,50.0
142,EV_17,41.0
142,EV_18,73.0
142,EV_19,74.0
142,EV_3,61.0
142,EV_4,62.0
142,EV_7,64.0
144,EV_0,71.0
144,EV_11,12.0
144,EV_15,22.0
144,EV_16,49.0
144,EV_17,40.0
144,EV_18,72.0
144,EV_19,73.0
144,EV_3,63.0
144,EV_4,64.0
144,EV_7,66.0
146,EV_0,70.0
146,EV_11,11.0
146,EV_15,21.0
146,EV_16,48.0
146,EV_17,39.0
146,EV_18,71.0
146,EV_19,72.0
146,EV_3,65.0
146,EV_4,66.0
146,EV_7,68.0
148,EV_0,69.0
148,EV_11,10.0
148,EV_15,20.0
148,EV_16,47.0
148,EV_17,38.0
148,EV_18,70.0
148,EV_19,71.0
148,EV_3,67.0
148,EV_4,68.0
148,EV_7,70.0
150,EV_0,68.0
150,EV_11,9.0
150,EV_15,19.0
150,EV_16,46.0
150,EV_17,37.0
150,EV_18,69.0
150,EV_19,70.0
150,EV_3,69.0
150,EV_4,70.0
150,EV_7,72.0
152,EV_0,67.0
152,EV_11,8.0
152,EV_15,18.0
152,EV_16,45.0
152,EV_17,36.0
152,EV_18,68.0
152,EV_19,69.0
152,EV_3,71.0
152,EV_4,72.0
152,EV_7,74.0
154,EV_0,66.0
154,EV_11,7.0
154,EV_15,17.0
154,EV_16,44.0
154,EV_17,35.0
154,EV_18,67.0
154,EV_19,68.0
154,EV_3,73.0
154,EV_4,74.0
154,EV_7,76.0
156,EV_0,65.0
156,EV_11,6.0
156,EV_15,16.0
156,EV_16,43.0
156,EV_17,34.0
156,EV_18,66.0
156,EV_19,67.0
156,EV_3,75.0
156,EV_4,76.0
156,EV_7,78.0
158,EV_0,64.0
158,EV_11,5.0
158,EV_15,15.0
158,EV_16,42.0
158,EV_17,33.0
158,EV_18,65.0
158,EV_19,66.0
158,EV_3,77.0
158,EV_4,78.0
158,EV_7,80
160,EV_0,63.0
160,EV_11,4.0
160,EV_15,14.0
160,EV_16,41.0
160,EV_17,32.0
160,EV_18,64.0
160,EV_19,65.0
160,EV_3,79.0
160,EV_4,80
160,EV_7,79.0
162,EV_0,62.0
162,EV_11,3.0
162,EV_15,13.0
162,EV_16,40.0
162,EV_17,31.0
162,EV_18,63.0
162,EV_19,64.0
162,EV_3,80
162,EV_4,79.0
162,EV_7,78.0
164,EV_0,61.0
164,EV_11,2.0
164,EV_15,12.0
164,EV_16,39.0
164,EV_17,30.0
164,EV_18,62.0
164,EV_19,63.0
164,EV_3,79.0
164,EV_4,78.0
164,EV_7,77.0
166,EV_0,60.0
166,EV_11,1.0
166,EV_15,11.0
166,EV_16,38.0
166,EV_17,29.0
166,EV_18,61.0
166,EV_19,62.0
166,EV_3,78.0
166,EV_4,77.0
166,EV_7,76.0
168,EV_0,59.0
168,EV_11,3.0
168,EV_15,10.0
168,EV_16,37.0
168,EV_17,28.0
168,EV_18,60.0
168,EV_19,61.0
168,EV_3,77.0
168,EV_4,76.0
168,EV_7,75.0
170,EV_0,58.0
170,EV_11,5.0
170,EV_15,12.0
170,EV_16,36.0
170,EV_17,27.0
170,EV_18,59.0
170,EV_19,60.0
170,EV_3,76.0
170,EV_4,75.0
170,EV_7,74.0
172,EV_0,57.0
172,EV_11,7.0
172,EV_15,14.0
172,EV_16,35.0
172,EV_17,26.0
172,EV_18,58.0
172,EV_19,59.0
172,EV_3,75.0
172,EV_4,74.0
172,EV_7,73.0
174,EV_0,59.0
174,EV_11,9.0
174,EV_15,16.0
174,EV_16,34.0
174,EV_17,25.0
174,EV_18,57.0
174,EV_19,58.0
174,EV_3,74.0
174,EV_4,73.0
174,EV_7,72.0
176,EV_0,61.0
176,EV_11,11.0
176,EV_15,18.0
176,EV_16,33.0
176,EV_17,24.0
176,EV_18,56.0
176,EV_19,57.0
176,EV_3,73.0
176,EV_4,72.0
176,EV_7,71.0
178,EV_0,63.0
178,EV_11,13.0
178,EV_15,20.0
178,EV_16,32.0
178,EV_17,23.0
178,EV_18,55.0
178,EV_19,56.0
178,EV_3,72.0
178,EV_4,71.0
178,EV_7,70.0
180,EV_0,65.0
180,EV_11,15.0
180,EV_15,22.0
180,EV_17,22.0
180,EV_18,54.0
180,EV_19,55.0
180,EV_3,71.0
180,EV_4,70.0
180,EV_7,69.0
182,EV_0,67.0
182,EV_11,17.0
182,EV_15,24.0
182,EV_17,21.0
182,EV_18,53.0
182,EV_19,54.0
182,EV_3,70.0
182,EV_4,69.0
182,EV_7,68.0
184,EV_0,69.0
184,EV_11,19.0
184,EV_15,26.0
184,EV_17,20.0
184,EV_19,53.0
184,EV_3,69.0
184,EV_4,68.0
184,EV_7,67.0
186,EV_0,71.0
186,EV_11,21.0
186,EV_15,28.0
186,EV_17,19.0
186,EV_3,68.0
186,EV_4,67.0
186,EV_7,66.0
188,EV_0,73.0
188,EV_11,23.0
188,EV_15,30.0
188,EV_17,18.0
188,EV_3,70.0
188,EV_4,69.0
188,EV_7,68.0
